,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Answers
7462,300.0,311.3,1703,30.4,85,0,0,0,0,0,0,1
118,298.8,308.6,1707,28.1,103,0,0,0,0,0,0,2
8910,297.1,308.4,1550,37.0,167,0,0,0,0,0,0,1
9202,297.8,308.8,1548,36.9,64,0,0,0,0,0,0,1
4102,302.0,310.4,1450,46.6,165,0,0,0,0,0,0,1
999,296.3,307.1,1560,33.2,186,0,0,0,0,0,0,1
2637,299.9,309.6,1294,49.7,126,0,0,0,0,0,0,1
1001,296.3,307.1,1662,32.9,190,0,0,0,0,0,0,1
8451,298.5,310.0,1435,42.5,25,0,0,0,0,0,0,1
2296,299.4,308.7,1553,42.7,128,0,0,0,0,0,0,1
5457,303.0,312.5,1602,33.7,135,0,0,0,0,0,0,2
8601,297.4,308.2,1359,46.9,199,0,0,0,0,0,0,3
9485,298.9,309.6,1589,34.2,197,0,0,0,0,0,0,1
9550,299.5,311.0,1451,43.3,136,0,0,0,0,0,0,2
1519,298.2,308.9,1512,38.5,28,0,0,0,0,0,0,2
7193,300.1,310.1,1306,64.7,57,0,0,0,0,0,0,1
685,297.7,309.0,1636,29.7,32,0,0,0,0,0,0,2
8419,299.0,310.3,1431,39.9,157,0,0,0,0,0,0,1
257,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,1
2155,299.3,308.8,1341,47.7,199,0,0,0,0,0,0,1
3927,302.7,311.5,1556,35.0,164,0,0,0,0,0,0,3
6242,301.0,310.4,1476,43.6,173,0,0,0,0,0,0,1
1922,298.0,307.8,1716,26.6,9,0,0,0,0,0,0,1
4405,302.4,310.2,1331,45.5,53,1,0,1,0,0,0,1
9938,298.3,308.1,1528,33.9,82,0,0,0,0,0,0,1
1575,298.2,308.3,2057,18.0,168,0,0,0,0,0,0,1
1154,296.9,307.9,1626,29.9,177,0,0,0,0,0,0,1
1734,298.5,308.1,1501,39.2,127,0,0,0,0,0,0,2
6657,301.4,310.3,1374,47.6,176,0,0,0,0,0,0,1
4769,303.6,311.9,1544,37.1,88,0,0,0,0,0,0,3
7309,300.0,310.4,1505,44.9,133,0,0,0,0,0,0,1
161,298.3,308.1,1412,52.3,218,1,0,0,0,1,0,1
8251,299.0,310.4,1981,21.2,125,0,0,0,0,0,0,1
706,297.8,309.0,1434,43.3,96,0,0,0,0,0,0,2
3203,300.1,309.1,1533,38.0,26,0,0,0,0,0,0,2
7088,300.6,310.3,1614,32.7,0,0,0,0,0,0,0,2
196,298.3,308.6,1432,49.5,91,0,0,0,0,0,0,3
1795,298.1,307.7,1498,38.3,81,0,0,0,0,0,0,2
3382,301.3,310.6,1510,38.5,47,0,0,0,0,0,0,1
1798,298.0,307.5,1431,52.9,92,0,0,0,0,0,0,2
8115,300.4,311.8,1367,57.2,10,0,0,0,0,0,0,1
33,298.9,309.3,1665,32.5,93,0,0,0,0,0,0,1
4172,302.2,310.6,1386,50.0,132,0,0,0,0,0,0,1
9373,297.7,308.5,1453,45.5,86,0,0,0,0,0,0,1
6258,301.1,310.7,1583,40.7,2,0,0,0,0,0,0,2
5054,303.8,312.9,1619,35.7,182,0,0,0,0,0,0,1
9771,298.7,309.6,1424,50.4,32,0,0,0,0,0,0,2
1856,297.8,307.4,1752,26.1,52,0,0,0,0,0,0,2
6281,301.3,310.8,1455,41.2,56,0,0,0,0,0,0,2
8314,298.8,309.9,1739,30.6,83,0,0,0,0,0,0,1
4451,302.5,310.3,1549,40.9,170,0,0,0,0,0,0,1
3525,301.8,310.9,1609,31.7,202,0,0,0,0,0,0,1
5535,302.3,311.7,1465,43.5,117,0,0,0,0,0,0,1
382,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,1
3996,302.3,311.3,1625,33.1,137,0,0,0,0,0,0,2
4607,303.0,311.1,1980,20.2,137,0,0,0,0,0,0,1
5310,303.8,313.0,1427,43.0,0,0,0,0,0,0,0,1
1896,297.9,307.5,1574,35.8,153,0,0,0,0,0,0,1
57,298.8,309.1,1513,40.3,160,0,0,0,0,0,0,1
9017,297.3,308.1,1369,52.0,214,0,0,0,0,0,0,2
4987,303.7,313.0,1303,54.4,2,0,0,0,0,0,0,2
5947,300.7,310.8,1465,45.2,92,0,0,0,0,0,0,2
2686,299.8,309.4,1633,27.5,29,0,0,0,0,0,0,1
1355,298.6,310.0,1681,35.5,44,0,0,0,0,0,0,2
9623,298.9,310.1,1356,47.8,116,0,0,0,0,0,0,1
3821,302.3,310.9,1596,33.5,104,0,0,0,0,0,0,1
6264,300.9,310.4,1541,39.1,17,0,0,0,0,0,0,1
885,295.7,306.2,1397,52.0,101,0,0,0,0,0,0,1
9985,298.7,308.5,1572,35.6,202,0,0,0,0,0,0,3
8605,297.5,308.4,1633,33.3,213,0,0,0,0,0,0,1
3995,302.3,311.3,1621,31.6,135,0,0,0,0,0,0,1
5485,302.6,312.1,1344,51.0,206,0,0,0,0,0,0,1
6807,301.0,310.8,1549,41.4,121,0,0,0,0,0,0,1
6518,301.0,310.0,1212,67.9,30,0,0,0,0,0,0,3
424,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,1
6448,300.7,310.2,1877,24.8,64,0,0,0,0,0,0,3
4211,302.1,310.7,1314,52.8,8,1,0,1,0,0,0,1
7142,300.3,309.7,1452,41.5,139,0,0,0,0,0,0,3
6062,301.1,311.2,1407,53.0,165,0,0,0,0,0,0,2
2158,299.5,309.0,1399,49.7,207,0,0,0,0,0,0,2
1311,298.9,310.1,1587,30.2,162,0,0,0,0,0,0,1
3236,300.8,309.4,1342,62.4,113,1,0,1,0,0,0,2
6514,301.0,309.9,1507,41.8,19,0,0,0,0,0,0,1
6813,300.9,310.7,1420,43.0,133,0,0,0,0,0,0,2
141,298.7,308.5,1544,35.2,159,0,0,0,0,0,0,1
2757,299.8,309.2,1439,36.1,203,0,0,0,0,0,0,1
2557,299.4,309.1,1440,50.0,134,0,0,0,0,0,0,2
1905,297.9,307.6,1687,29.1,176,0,0,0,0,0,0,1
7894,300.8,312.6,1588,35.6,114,0,0,0,0,0,0,2
6621,301.7,310.7,1861,21.8,84,0,0,0,0,0,0,2
1459,299.0,310.3,1472,36.1,97,0,0,0,0,0,0,1
7737,300.5,312.0,1985,19.3,143,0,0,0,0,0,0,2
4879,303.7,312.5,1520,35.6,154,0,0,0,0,0,0,3
6536,301.3,310.5,1406,47.1,83,0,0,0,0,0,0,1
181,298.2,308.3,1824,24.2,49,0,0,0,0,0,0,3
1005,296.2,307.2,1382,52.0,201,0,0,0,0,0,0,1
8182,299.7,311.1,1649,32.7,185,0,0,0,0,0,0,2
3581,301.8,310.6,1459,40.2,128,0,0,0,0,0,0,2
4368,302.0,310.0,1664,28.6,190,0,0,0,0,0,0,1
9293,298.3,309.1,1437,38.0,93,0,0,0,0,0,0,1
7473,300.3,311.6,1304,62.8,118,0,0,0,0,0,0,2
2353,299.2,308.4,1841,22.8,40,0,0,0,0,0,0,1
662,297.6,308.9,1479,38.1,182,0,0,0,0,0,0,2
2947,300.7,309.5,1592,29.0,17,0,0,0,0,0,0,1
9888,298.8,309.6,1575,34.4,149,0,0,0,0,0,0,2
5294,303.9,313.4,1442,48.5,174,0,0,0,0,0,0,1
4197,302.4,311.0,1573,36.5,193,0,0,0,0,0,0,1
4115,302.0,310.6,1346,54.7,196,0,0,0,0,0,0,3
8477,298.5,309.6,1579,33.5,91,0,0,0,0,0,0,3
3406,301.2,310.4,1470,44.0,113,0,0,0,0,0,0,1
4661,303.3,311.3,1350,48.1,32,1,0,1,0,0,0,1
9212,298.0,308.9,1390,53.9,88,0,0,0,0,0,0,1
4996,303.6,312.8,1400,43.2,23,0,0,0,0,0,0,2
397,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,2
1164,297.1,308.1,1754,30.3,206,0,0,0,0,0,0,1
3584,301.8,310.6,1192,68.9,135,0,0,0,0,0,0,1
7368,299.6,310.2,1620,30.0,70,0,0,0,0,0,0,2
1744,298.5,308.0,1461,51.9,157,0,0,0,0,0,0,2
9803,298.4,309.2,1692,29.8,137,0,0,0,0,0,0,1
2165,299.5,309.1,1476,47.8,223,0,0,0,0,0,0,1
7445,300.2,311.7,1553,41.3,44,0,0,0,0,0,0,1
4489,302.5,310.4,1487,40.2,48,0,0,0,0,0,0,1
8254,299.0,310.4,1625,37.1,131,0,0,0,0,0,0,2
5358,303.3,312.6,1827,24.2,132,0,0,0,0,0,0,3
3662,302.3,311.7,1517,37.6,124,0,0,0,0,0,0,2
3360,301.5,310.6,1394,46.5,206,0,0,0,0,0,0,1
1926,298.0,307.7,1606,30.8,17,0,0,0,0,0,0,1
1821,298.1,307.6,1354,43.3,155,0,0,0,0,0,0,1
9853,298.6,309.4,1525,37.8,54,0,0,0,0,0,0,1
561,297.5,309.4,1678,34.4,148,0,0,0,0,0,0,2
2797,300.3,309.6,1398,53.7,82,0,0,0,0,0,0,2
6347,300.2,309.7,1421,44.6,17,0,0,0,0,0,0,1
2805,300.0,309.4,1460,43.5,102,0,0,0,0,0,0,1
1777,298.6,308.2,1555,36.8,36,0,0,0,0,0,0,3
3106,299.8,309.1,1485,39.9,207,0,0,0,0,0,0,1
3173,300.3,309.6,1624,32.6,175,0,0,0,0,0,0,1
9327,298.5,309.2,1504,33.7,182,0,0,0,0,0,0,1
1184,297.3,308.5,1497,47.5,27,0,0,0,0,0,0,1
4479,302.6,310.2,1923,21.5,18,0,0,0,0,0,0,1
1131,296.8,307.9,1489,33.4,123,0,0,0,0,0,0,1
565,297.7,309.7,1570,35.8,160,0,0,0,0,0,0,3
2760,299.8,309.2,1400,42.6,210,0,0,0,0,0,0,1
517,297.5,309.4,1391,58.2,34,0,0,0,0,0,0,2
9463,298.5,309.3,1552,36.8,133,0,0,0,0,0,0,2
3687,302.0,311.2,1625,30.7,189,0,0,0,0,0,0,2
139,298.8,308.6,1268,55.8,155,0,0,0,0,0,0,1
17,298.7,309.2,1410,45.6,47,0,0,0,0,0,0,2
9856,298.6,309.5,1450,44.2,63,0,0,0,0,0,0,1
258,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,1
6885,300.8,311.2,1397,48.7,111,0,0,0,0,0,0,1
1138,296.9,307.9,1435,41.6,139,0,0,0,0,0,0,1
6295,301.1,310.6,1782,24.9,93,0,0,0,0,0,0,3
2640,299.9,309.5,1372,56.2,133,0,0,0,0,0,0,2
8360,298.6,309.6,1540,35.8,5,0,0,0,0,0,0,1
5596,302.7,312.0,1538,36.7,74,0,0,0,0,0,0,2
2146,299.3,308.8,1647,32.9,172,0,0,0,0,0,0,1
9459,298.4,309.1,1579,36.1,123,0,0,0,0,0,0,1
3181,300.2,309.4,1527,37.0,194,0,0,0,0,0,0,1
451,297.5,308.6,1440,46.1,84,0,0,0,0,0,0,3
3588,301.7,310.6,1505,44.5,146,0,0,0,0,0,0,2
9589,299.2,310.4,1472,43.3,32,0,0,0,0,0,0,1
6117,300.8,311.0,1578,44.4,86,0,0,0,0,0,0,1
4831,303.5,312.0,1366,54.5,30,1,0,1,0,0,0,1
3156,300.4,309.7,1467,36.9,131,0,0,0,0,0,0,1
738,296.8,308.3,1506,45.9,182,0,0,0,0,0,0,1
8873,298.0,309.1,1557,36.4,65,0,0,0,0,0,0,3
3338,301.6,310.9,1510,40.9,152,0,0,0,0,0,0,2
4779,303.7,312.3,1511,38.9,117,0,0,0,0,0,0,1
4223,302.0,310.7,1657,31.9,37,0,0,0,0,0,0,1
2011,298.7,308.5,1616,30.2,34,0,0,0,0,0,0,1
145,298.5,308.4,1513,33.6,172,0,0,0,0,0,0,1
2200,299.8,309.1,1546,35.6,93,0,0,0,0,0,0,1
9009,297.3,307.9,1579,34.4,193,0,0,0,0,0,0,1
694,297.6,309.1,1394,50.0,62,0,0,0,0,0,0,1
4603,302.9,311.0,1452,58.3,123,0,0,0,0,0,0,3
1861,297.9,307.6,1609,30.3,64,0,0,0,0,0,0,2
302,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,3
2199,299.8,309.1,1268,58.0,90,0,0,0,0,0,0,2
6048,300.9,311.0,1556,38.8,127,0,0,0,0,0,0,2
7875,300.7,312.3,1898,24.0,60,0,0,0,0,0,0,1
1783,298.3,308.0,1553,41.0,52,0,0,0,0,0,0,3
2995,300.5,309.8,1550,37.4,148,0,0,0,0,0,0,1
9248,298.3,309.1,1488,40.6,176,0,0,0,0,0,0,2
4200,302.5,311.1,1571,34.2,201,0,0,0,0,0,0,1
293,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,3
5604,302.9,312.2,1513,37.8,92,0,0,0,0,0,0,1
6184,301.0,311.0,1553,35.8,26,0,0,0,0,0,0,1
1787,298.4,308.2,1364,45.9,63,0,0,0,0,0,0,1
1250,297.3,308.7,1549,36.1,218,0,0,0,0,0,0,1
2678,299.8,309.6,1447,43.1,12,0,0,0,0,0,0,1
9275,298.2,308.7,1605,29.4,47,0,0,0,0,0,0,1
4666,303.3,311.5,1569,36.6,47,0,0,0,0,0,0,2
3530,301.9,310.9,1441,43.7,0,0,0,0,0,0,0,2
2068,299.7,309.6,1534,39.1,176,0,0,0,0,0,0,2
6181,301.0,310.8,1975,19.7,17,0,0,0,0,0,0,1
621,298.3,310.1,1408,45.3,78,0,0,0,0,0,0,1
494,297.6,309.4,1326,49.8,199,0,0,0,0,0,0,1
2305,299.2,308.5,1342,47.5,147,0,0,0,0,0,0,3
231,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,1
2366,299.3,308.5,1485,44.7,78,0,0,0,0,0,0,1
6142,300.9,310.9,1755,27.9,148,0,0,0,0,0,0,1
9119,297.4,308.4,1675,29.5,59,0,0,0,0,0,0,2
9003,297.1,307.9,1342,49.1,179,0,0,0,0,0,0,1
638,298.0,309.6,1536,37.3,120,0,0,0,0,0,0,1
8049,300.6,311.9,1604,30.5,45,0,0,0,0,0,0,3
7155,300.2,309.9,1569,31.2,176,0,0,0,0,0,0,2
7637,300.4,311.4,1445,52.4,105,0,0,0,0,0,0,3
5063,304.0,312.9,1495,46.6,0,0,0,0,0,0,0,3
5246,303.5,313.0,1465,41.0,56,0,0,0,0,0,0,1
143,298.6,308.4,1407,50.5,164,0,0,0,0,0,0,3
316,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,1
3935,302.6,311.6,1227,68.2,187,1,0,0,0,1,0,2
9876,298.8,309.7,1461,55.1,118,0,0,0,0,0,0,3
7923,300.8,312.0,1450,45.0,183,0,0,0,0,0,0,2
5208,303.8,312.7,1664,29.3,178,0,0,0,0,0,0,1
9898,298.7,309.2,1396,44.8,178,0,0,0,0,0,0,1
7649,300.4,311.5,1662,29.0,137,0,0,0,0,0,0,3
8539,298.5,309.4,1517,40.2,45,0,0,0,0,0,0,1
6451,300.7,310.2,1696,27.5,73,0,0,0,0,0,0,1
7439,300.0,311.3,1493,41.4,28,0,0,0,0,0,0,1
1208,297.0,308.1,1489,44.1,96,0,0,0,0,0,0,1
3656,302.1,311.5,1383,53.6,108,0,0,0,0,0,0,2
3207,300.2,309.0,1642,31.2,37,0,0,0,0,0,0,2
5738,302.3,311.7,1281,48.8,0,0,0,0,0,0,0,1
8460,298.7,309.9,1372,54.7,44,0,0,0,0,0,0,1
6758,301.7,311.1,1644,32.8,206,0,0,0,0,0,0,1
5439,303.0,312.5,1626,30.5,87,0,0,0,0,0,0,1
1174,297.1,308.1,1352,44.4,0,0,0,0,0,0,0,2
2629,300.0,309.7,1586,37.8,103,0,0,0,0,0,0,1
640,297.9,309.6,1515,38.8,124,0,0,0,0,0,0,2
776,296.7,307.8,1468,39.2,35,0,0,0,0,0,0,1
3812,302.0,310.6,1392,50.0,84,0,0,0,0,0,0,1
6666,301.3,310.4,1414,51.4,199,0,0,0,0,0,0,1
7224,299.8,309.6,1598,31.0,139,0,0,0,0,0,0,1
8586,297.3,307.9,1461,37.5,161,0,0,0,0,0,0,3
9726,298.8,309.8,1557,37.2,139,0,0,0,0,0,0,1
1749,298.3,307.7,1576,33.8,171,0,0,0,0,0,0,1
5526,302.5,311.9,1520,44.9,94,0,0,0,0,0,0,1
7484,300.3,311.6,1312,53.4,151,0,0,0,0,0,0,2
9470,298.6,309.4,1439,47.1,149,0,0,0,0,0,0,3
425,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,2
6291,301.1,310.5,1547,35.8,81,0,0,0,0,0,0,2
7171,300.2,310.2,1438,51.5,7,0,0,0,0,0,0,2
1377,298.8,310.2,1461,46.7,105,0,0,0,0,0,0,1
5341,303.5,312.8,1404,55.8,84,0,0,0,0,0,0,3
9530,299.1,310.4,1405,53.6,86,0,0,0,0,0,0,3
6342,300.3,309.8,1444,42.0,3,0,0,0,0,0,0,2
7701,300.8,311.7,1468,38.7,39,0,0,0,0,0,0,3
3185,300.1,309.3,1685,27.1,203,0,0,0,0,0,0,1
236,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,1
4713,303.5,311.8,1451,45.2,173,0,0,0,0,0,0,1
6298,301.1,310.5,1428,44.1,103,0,0,0,0,0,0,1
4152,302.0,310.5,1425,44.7,76,0,0,0,0,0,0,2
4523,302.5,310.4,1488,48.4,134,0,0,0,0,0,0,1
6639,301.4,310.5,1380,48.4,131,0,0,0,0,0,0,1
8398,298.5,309.7,2617,12.1,102,1,0,0,1,0,0,1
2872,300.8,309.6,1680,28.7,22,0,0,0,0,0,0,1
901,295.6,306.1,1256,62.3,142,0,0,0,0,0,0,3
462,297.4,308.7,1433,43.4,116,0,0,0,0,0,0,1
1577,298.3,308.4,1484,43.4,172,0,0,0,0,0,0,1
7587,300.4,311.1,1405,54.1,193,0,0,0,0,0,0,1
6554,301.4,310.7,1639,29.8,127,0,0,0,0,0,0,2
2274,299.3,308.6,1520,33.7,76,0,0,0,0,0,0,1
3770,302.3,311.0,1609,31.0,190,0,0,0,0,0,0,1
1163,296.9,307.9,1367,47.1,204,0,0,0,0,0,0,1
4647,303.3,311.4,1958,21.5,0,0,0,0,0,0,0,1
5518,302.5,311.8,2023,19.1,74,0,0,0,0,0,0,2
5120,304.2,313.6,1424,43.7,151,0,0,0,0,0,0,2
3071,300.0,309.0,2174,16.9,112,0,0,0,0,0,0,1
7812,300.0,311.5,1666,32.0,128,0,0,0,0,0,0,1
7210,299.8,309.6,1331,50.2,98,0,0,0,0,0,0,2
6991,300.8,311.1,1509,33.4,172,0,0,0,0,0,0,1
6943,300.7,311.3,1522,35.2,48,0,0,0,0,0,0,1
2149,299.4,309.0,1613,32.2,178,0,0,0,0,0,0,1
241,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,1
7370,299.6,310.1,1455,46.1,76,0,0,0,0,0,0,2
6429,300.2,309.8,1394,47.4,21,0,0,0,0,0,0,2
578,297.8,309.8,1533,36.8,198,0,0,0,0,0,0,1
453,297.4,308.7,1510,36.2,92,0,0,0,0,0,0,1
1779,298.6,308.2,1488,44.0,43,0,0,0,0,0,0,2
9961,298.2,307.9,1399,54.9,139,0,0,0,0,0,0,1
7283,300.0,310.2,1443,58.7,68,0,0,0,0,0,0,2
8222,299.0,310.5,1755,27.9,56,0,0,0,0,0,0,1
6125,300.9,310.9,1995,20.2,105,0,0,0,0,0,0,1
7141,300.4,309.8,1356,44.4,136,0,0,0,0,0,0,2
1331,298.9,310.2,1771,26.8,216,0,0,0,0,0,0,3
2596,299.0,308.7,1426,38.6,16,0,0,0,0,0,0,1
1669,298.2,307.9,1544,31.4,192,0,0,0,0,0,0,1
9218,297.7,308.8,1354,50.2,103,0,0,0,0,0,0,1
1738,298.4,307.9,1948,21.4,136,0,0,0,0,0,0,3
2858,300.5,309.3,1417,51.5,231,1,0,0,0,1,0,1
7618,300.5,311.4,1312,51.4,60,0,0,0,0,0,0,2
6802,301.1,310.7,1621,31.0,108,0,0,0,0,0,0,2
442,297.4,308.5,1399,61.5,61,1,0,0,1,0,0,1
4352,301.9,309.7,1424,42.8,140,0,0,0,0,0,0,1
7323,299.9,310.2,1479,46.3,173,0,0,0,0,0,0,1
6000,300.4,310.2,1431,43.2,0,0,0,0,0,0,0,3
4736,303.2,311.5,1513,37.9,0,0,0,0,0,0,0,1
7828,299.8,311.1,1562,35.7,170,0,0,0,0,0,0,2
3948,302.2,311.3,1510,37.1,10,0,0,0,0,0,0,2
3314,301.4,310.5,1489,43.5,98,0,0,0,0,0,0,1
4325,301.6,310.2,1384,57.1,68,0,0,0,0,0,0,1
1840,297.7,307.2,1405,43.7,2,0,0,0,0,0,0,2
3312,301.4,310.4,1639,28.9,94,0,0,0,0,0,0,1
8473,298.6,309.8,1430,43.1,80,0,0,0,0,0,0,2
2347,299.2,308.3,1410,43.0,26,0,0,0,0,0,0,1
9703,298.9,310.0,1422,43.6,78,0,0,0,0,0,0,1
859,296.2,307.0,1542,40.6,28,0,0,0,0,0,0,3
5027,304.0,313.3,1294,54.6,102,0,0,0,0,0,0,1
1176,297.2,308.3,1429,42.0,6,0,0,0,0,0,0,2
9565,299.8,311.1,1498,38.1,176,0,0,0,0,0,0,2
3607,301.6,310.7,1638,33.8,196,0,0,0,0,0,0,1
2294,299.4,308.8,1627,32.6,124,0,0,0,0,0,0,1
5187,304.0,313.1,1648,35.7,119,0,0,0,0,0,0,1
7832,300.0,311.4,1484,37.0,183,0,0,0,0,0,0,1
390,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,1
217,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,1
1588,298.2,308.3,1688,32.0,202,0,0,0,0,0,0,1
7264,300.4,310.6,1448,44.9,21,0,0,0,0,0,0,2
5158,304.1,313.3,1459,50.3,39,0,0,0,0,0,0,1
5095,304.1,313.5,1428,39.9,88,0,0,0,0,0,0,2
4532,302.5,310.4,1422,41.9,156,0,0,0,0,0,0,3
9749,298.8,310.1,1483,45.4,192,0,0,0,0,0,0,3
5216,303.7,312.7,1316,51.8,197,0,0,0,0,0,0,2
8437,298.7,309.8,1181,65.9,203,1,0,0,0,1,0,1
4094,302.0,310.5,1651,30.9,146,0,0,0,0,0,0,1
8501,298.4,309.7,1581,34.6,150,0,0,0,0,0,0,1
6986,300.7,311.1,1688,30.7,161,0,0,0,0,0,0,1
8427,299.1,310.4,1505,46.1,176,0,0,0,0,0,0,1
8498,298.4,309.6,1479,37.8,144,0,0,0,0,0,0,1
6577,301.4,310.4,1388,45.3,188,0,0,0,0,0,0,1
6877,300.8,311.2,1488,40.1,87,0,0,0,0,0,0,2
237,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,2
643,297.8,309.4,1495,36.5,132,0,0,0,0,0,0,2
8564,298.0,308.7,1614,30.7,106,0,0,0,0,0,0,2
2166,299.6,309.2,1867,23.4,225,1,1,0,0,0,0,2
5554,302.5,312.0,1521,40.2,174,0,0,0,0,0,0,2
7900,300.8,312.4,1825,23.8,127,0,0,0,0,0,0,1
2299,299.4,308.7,1446,62.9,134,1,0,0,1,0,0,1
7507,300.5,311.9,1750,28.3,207,0,0,0,0,0,0,1
8724,297.2,308.6,1513,39.0,78,0,0,0,0,0,0,2
6822,300.9,310.6,1709,29.2,158,0,0,0,0,0,0,2
1354,298.6,310.0,1334,48.0,42,0,0,0,0,0,0,1
4768,303.6,312.0,1309,52.9,86,1,0,1,0,0,0,1
3944,302.2,311.2,1381,49.4,207,0,0,0,0,0,0,1
3074,300.1,309.2,1783,27.3,118,0,0,0,0,0,0,1
1488,298.2,309.1,1568,36.3,166,0,0,0,0,0,0,1
9659,298.9,309.8,1287,61.9,216,1,0,0,0,1,0,1
9471,298.6,309.4,1774,27.5,154,0,0,0,0,0,0,2
856,296.1,307.1,1898,22.7,20,0,0,0,0,0,0,1
1606,297.8,307.7,1505,39.7,25,0,0,0,0,0,0,1
2990,300.6,309.8,1688,28.6,135,0,0,0,0,0,0,1
3451,301.6,310.6,1455,43.9,0,0,0,0,0,0,0,1
5543,302.4,311.8,1255,59.0,138,0,0,0,0,0,0,1
8450,298.4,310.0,1559,44.2,23,0,0,0,0,0,0,1
933,295.5,306.0,1597,37.2,16,0,0,0,0,0,0,1
9399,297.8,308.3,1477,44.8,170,0,0,0,0,0,0,1
4705,303.6,311.8,1614,33.2,155,0,0,0,0,0,0,1
8300,298.7,310.1,1558,37.6,44,0,0,0,0,0,0,1
1103,296.7,307.4,1540,38.7,45,0,0,0,0,0,0,2
3079,300.1,309.3,1340,56.0,130,0,0,0,0,0,0,1
5587,302.5,311.9,1481,42.9,52,0,0,0,0,0,0,1
4500,302.6,310.4,1638,36.2,84,0,0,0,0,0,0,1
6611,301.5,310.5,1587,33.8,57,0,0,0,0,0,0,3
3572,301.8,310.6,1451,50.7,108,0,0,0,0,0,0,1
3278,301.3,310.0,1506,40.8,11,0,0,0,0,0,0,1
3988,302.2,311.3,1554,40.2,118,0,0,0,0,0,0,1
81,298.9,308.9,1450,47.5,9,0,0,0,0,0,0,1
4656,303.1,311.2,1626,32.3,21,0,0,0,0,0,0,1
1930,298.1,307.9,1569,37.0,29,0,0,0,0,0,0,2
5155,304.2,313.3,1625,37.3,27,0,0,0,0,0,0,3
4625,303.0,311.2,1511,45.7,184,0,0,0,0,0,0,1
4939,303.6,312.5,1286,62.4,101,0,0,0,0,0,0,1
7338,299.8,310.5,1496,38.8,215,0,0,0,0,0,0,1
5510,302.8,312.1,1418,51.4,54,0,0,0,0,0,0,1
3288,301.3,310.1,1662,31.0,37,0,0,0,0,0,0,1
6109,300.8,310.9,1514,38.7,66,0,0,0,0,0,0,2
3652,302.1,311.5,1341,50.8,99,0,0,0,0,0,0,2
2716,299.5,309.0,1498,44.6,101,0,0,0,0,0,0,1
1742,298.5,308.0,1379,49.6,152,0,0,0,0,0,0,1
6222,301.1,310.8,1792,25.8,121,0,0,0,0,0,0,3
123,298.9,308.7,1546,43.4,114,0,0,0,0,0,0,1
1237,297.1,308.4,1502,37.3,181,0,0,0,0,0,0,2
2469,299.0,308.7,1507,37.5,134,0,0,0,0,0,0,1
5339,303.4,312.7,1594,32.8,79,0,0,0,0,0,0,2
9089,297.2,307.9,1989,20.3,186,0,0,0,0,0,0,1
7279,300.0,310.1,1465,40.9,60,0,0,0,0,0,0,1
9251,298.2,309.1,1651,28.8,186,0,0,0,0,0,0,2
4418,302.6,310.3,1642,33.2,82,0,0,0,0,0,0,1
9628,299.0,310.0,1569,34.3,132,0,0,0,0,0,0,3
1776,298.5,308.1,1564,31.1,34,0,0,0,0,0,0,1
2650,299.9,309.6,1280,59.3,163,0,0,0,0,0,0,1
779,296.8,308.0,1666,29.8,41,0,0,0,0,0,0,1
6603,301.5,310.6,1403,47.4,34,0,0,0,0,0,0,2
6507,301.0,310.1,1558,32.6,0,0,0,0,0,0,0,1
5462,302.9,312.3,1889,22.8,148,0,0,0,0,0,0,1
2018,298.7,308.5,1375,46.4,48,0,0,0,0,0,0,1
2435,298.9,308.2,1686,30.4,53,0,0,0,0,0,0,1
6060,301.0,311.1,1615,35.6,158,0,0,0,0,0,0,1
8583,297.4,308.0,1423,38.0,154,0,0,0,0,0,0,1
3424,301.5,310.5,1593,32.9,155,0,0,0,0,0,0,1
2547,299.2,309.1,1578,38.1,109,0,0,0,0,0,0,1
7282,300.0,310.2,1486,36.4,66,0,0,0,0,0,0,1
2190,299.6,309.1,1471,44.3,67,0,0,0,0,0,0,2
8272,298.9,310.6,1363,52.6,190,0,0,0,0,0,0,1
8271,299.1,310.7,1309,51.1,188,0,0,0,0,0,0,1
9206,297.9,308.9,1547,44.0,72,0,0,0,0,0,0,2
2032,298.8,308.5,1444,42.2,83,0,0,0,0,0,0,1
8447,298.6,310.1,1439,49.9,17,0,0,0,0,0,0,1
9978,298.6,308.3,1377,52.1,181,0,0,0,0,0,0,3
3775,302.5,311.1,1850,23.3,203,0,0,0,0,0,0,3
