,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI_Bucket
84317,35.22,67.74,2.07,20.0,12.3,18.92,0.37,4.82,22.53,0.16,1.91,0.01,Satisfactory
84318,40.45,75.5,2.16,19.93,12.12,19.33,0.43,5.01,27.26,0.13,1.07,0.01,Satisfactory
84319,55.43,104.09,2.35,30.13,17.71,19.57,0.53,5.98,24.85,0.22,2.61,0.03,Satisfactory
84320,56.21,117.79,2.06,32.22,18.44,18.02,0.47,11.52,29.6,0.21,4.03,0.02,Moderate
84321,66.08,146.99,8.36,53.29,34.71,22.76,0.77,29.6,27.27,1.67,6.53,0.06,Moderate
84322,58.46,132.04,10.24,47.32,33.37,24.61,0.56,15.07,27.2,0.63,5.28,0.08,Moderate
84323,62.71,124.42,0.88,30.0,16.4,26.02,0.45,13.51,35.55,0.31,6.02,0.07,Moderate
84324,56.36,130.74,2.42,33.66,19.59,23.53,0.52,10.59,31.43,0.34,6.4,0.05,Moderate
84325,33.46,93.92,1.4,27.98,15.74,15.91,0.41,16.86,29.72,0.2,1.67,0.05,Moderate
84326,46.22,115.72,2.14,34.96,20.08,21.53,0.5,8.73,29.06,0.28,5.49,0.15,Moderate
84327,49.82,99.02,1.66,25.52,14.78,25.06,0.46,5.63,25.96,0.19,2.68,0.09,Satisfactory
84328,38.29,74.71,0.81,19.42,10.77,20.2,0.35,5.88,26.67,0.19,2.92,0.06,Satisfactory
84329,29.51,73.75,1.72,22.35,12.89,15.71,0.36,3.46,24.8,0.39,4.57,0.16,Satisfactory
84330,29.14,70.78,1.18,23.1,12.88,16.36,0.33,5.08,24.36,0.17,1.9,0.05,Satisfactory
84331,37.61,90.24,1.26,29.74,16.7,17.35,0.51,5.37,26.47,0.16,1.05,0.1,Satisfactory
84332,44.58,122.31,1.55,28.33,16.0,33.1,0.54,19.45,25.81,0.52,3.8,0.06,Moderate
84333,49.89,119.05,0.76,25.75,13.96,22.57,0.47,19.34,30.46,0.18,1.76,0.0,Moderate
84334,35.3,109.1,1.35,29.28,16.41,14.72,0.4,12.36,29.14,0.18,1.69,0.01,Moderate
84335,37.09,100.55,1.4,24.55,13.77,19.24,0.4,8.11,29.15,0.14,2.25,0.02,Moderate
84336,39.99,95.07,0.86,21.28,11.81,21.56,0.43,6.15,29.04,0.14,1.27,0.04,Satisfactory
84337,38.92,87.32,1.1,20.25,11.37,19.96,0.42,5.97,28.33,0.17,1.32,0.02,Satisfactory
84338,48.38,99.96,3.71,32.93,20.42,23.57,0.5,10.08,24.51,0.43,2.99,0.04,Satisfactory
84339,48.85,109.49,2.02,31.68,18.29,26.3,0.45,10.97,24.93,0.22,1.79,0.07,Satisfactory
84340,47.12,122.06,2.5,28.57,17.08,31.11,0.5,26.21,23.1,0.48,4.25,0.02,Moderate
84341,55.51,143.88,3.76,31.68,19.49,47.29,0.56,33.42,25.91,0.65,15.48,0.03,Moderate
84342,29.58,96.93,1.5,21.56,12.59,37.09,0.38,10.6,19.31,0.11,1.04,0.01,Moderate
84343,36.52,96.82,1.71,22.27,13.14,29.9,0.39,9.55,21.75,0.21,1.9,0.05,Moderate
84344,29.07,62.1,0.8,15.29,8.58,25.94,0.37,5.48,21.46,0.09,1.08,0.01,Satisfactory
84345,28.11,66.92,1.37,21.56,12.41,19.86,0.39,6.1,18.73,0.13,1.26,0.03,Satisfactory
84346,23.69,63.21,1.85,21.14,12.62,17.8,0.38,4.73,19.94,0.11,0.89,0.01,Satisfactory
84347,28.64,77.35,1.06,22.8,12.85,24.66,0.41,6.64,21.44,0.18,1.5,0.01,Satisfactory
84348,31.3,83.99,2.44,27.01,16.18,20.74,0.46,6.84,21.92,0.13,1.38,0.01,Satisfactory
84349,23.46,80.66,1.87,22.59,13.4,17.85,0.35,5.27,18.83,0.09,0.72,0.0,Satisfactory
84350,31.0,92.11,2.82,26.46,16.29,24.75,0.43,10.86,19.74,0.22,4.2,0.01,Satisfactory
84351,26.48,68.56,1.5,22.16,12.87,16.68,0.37,5.97,21.32,0.1,1.17,0.0,Satisfactory
84352,24.42,66.19,1.56,24.29,14.1,16.19,0.38,5.27,19.45,0.11,1.41,0.01,Satisfactory
84353,22.06,71.91,1.88,25.73,15.18,15.1,0.36,5.05,18.94,0.11,1.7,0.03,Satisfactory
84354,27.34,84.55,6.79,35.24,24.22,15.44,0.42,9.14,17.67,0.13,0.92,0.06,Satisfactory
84355,40.14,91.28,1.09,32.15,17.73,22.35,0.51,10.0,23.94,0.21,2.4,0.04,Satisfactory
84356,32.59,69.47,1.08,28.6,15.9,19.52,0.39,8.64,26.73,0.13,1.58,0.12,Satisfactory
84357,37.36,102.86,2.08,29.47,17.22,20.93,0.39,10.03,23.94,0.23,1.67,0.05,Satisfactory
84358,35.77,77.49,1.02,22.89,12.8,23.15,0.35,5.49,22.73,0.16,2.7,0.22,Satisfactory
84359,35.85,67.58,0.69,14.7,8.2,23.63,0.35,4.7,24.0,0.09,0.69,0.02,Satisfactory
84360,27.0,58.89,0.77,14.13,7.92,18.37,0.3,7.02,23.73,0.07,0.57,0.11,Satisfactory
84361,28.27,58.47,0.73,14.68,8.11,25.98,0.31,6.81,23.43,0.16,1.16,0.16,Satisfactory
84362,25.69,56.18,0.51,12.53,6.79,16.92,0.29,7.07,23.52,0.08,0.47,0.0,Satisfactory
84363,35.18,66.03,0.56,13.37,7.31,15.09,0.28,3.46,26.96,0.07,0.29,0.0,Satisfactory
84364,34.18,60.76,0.62,14.28,7.86,14.7,0.3,8.01,28.9,0.16,0.51,0.0,Satisfactory
84365,40.48,71.14,0.53,15.2,8.16,15.22,0.33,9.22,30.2,0.11,0.33,0.0,Satisfactory
84366,31.17,62.05,0.63,13.78,7.49,15.85,0.3,10.31,27.2,0.07,0.28,0.0,Satisfactory
84367,39.01,66.58,0.69,14.62,7.97,16.43,0.42,10.65,29.46,0.11,0.57,0.0,Satisfactory
84368,46.99,88.42,0.62,17.88,9.75,18.01,0.42,12.3,29.09,0.12,1.03,0.0,Satisfactory
84369,43.81,77.46,0.61,16.21,8.85,19.3,0.48,11.07,28.16,0.11,1.2,0.0,Satisfactory
84370,35.75,64.9,0.5,15.24,8.27,19.09,0.35,11.59,26.25,0.1,0.68,0.0,Satisfactory
84371,37.54,68.75,0.65,18.53,10.06,18.27,0.37,11.2,23.16,0.11,1.25,0.0,Satisfactory
84372,29.03,55.04,0.73,14.7,8.1,18.73,0.29,8.85,23.5,0.1,0.78,0.0,Satisfactory
84373,28.56,68.09,1.08,19.4,10.77,29.32,0.43,13.06,21.84,0.18,1.6,0.0,Satisfactory
84374,20.97,42.68,0.69,18.23,9.99,25.3,0.33,10.21,28.23,0.15,0.96,0.0,Satisfactory
84375,20.26,45.0,1.01,19.32,10.87,32.94,0.31,21.67,31.31,0.3,3.0,0.0,Good
84376,31.54,60.05,33.23,16.58,34.45,22.41,0.42,12.67,26.92,0.15,2.43,0.0,Satisfactory
84377,18.72,34.49,0.73,16.89,9.18,19.92,0.3,9.8,27.62,0.11,0.79,0.0,Good
84378,19.57,39.67,0.61,16.34,8.93,17.06,0.31,13.68,24.72,0.06,0.42,0.01,Good
84379,28.31,54.62,0.92,16.39,9.1,20.2,0.46,9.71,27.41,0.0,0.0,0.0,Satisfactory
84380,32.98,66.36,0.63,16.45,8.89,16.23,0.33,2.82,31.7,0.0,0.0,0.0,Satisfactory
84381,33.28,76.2,0.55,18.04,9.75,28.04,0.29,5.9,32.43,0.0,0.0,0.0,Satisfactory
84382,28.65,65.44,0.56,15.89,8.6,14.63,0.27,3.04,31.88,0.0,0.0,0.0,Satisfactory
84383,33.55,71.48,0.62,17.9,9.72,16.46,0.35,3.7,30.73,0.0,0.0,0.0,Satisfactory
84384,33.18,76.16,0.72,18.64,10.23,33.42,0.37,9.47,28.09,0.0,0.0,0.0,Satisfactory
84385,31.59,62.53,0.79,18.94,10.42,25.36,0.53,5.47,25.19,0.0,0.0,0.0,Satisfactory
84386,26.12,54.28,0.72,15.98,8.84,36.29,0.39,9.71,25.45,0.0,0.0,0.0,Satisfactory
84387,24.61,57.71,1.1,18.46,10.42,29.69,0.33,13.52,23.95,0.0,0.0,0.0,Satisfactory
84388,25.27,55.25,1.72,31.89,18.28,68.54,0.42,20.27,23.27,0.0,0.0,0.0,Satisfactory
84389,22.47,46.94,0.73,19.06,10.49,46.16,0.32,8.15,25.84,0.0,0.0,0.0,Good
84390,22.72,56.46,0.73,15.88,8.79,27.53,0.33,6.33,24.37,0.0,0.0,0.0,Good
84391,24.83,51.45,0.75,14.99,8.34,27.48,0.33,3.86,23.48,0.0,0.0,0.0,Satisfactory
84392,27.42,65.39,1.6,15.52,9.34,25.15,0.45,7.54,25.18,0.12,1.73,0.0,Satisfactory
84393,24.23,49.68,2.46,10.06,7.34,33.93,0.33,3.39,22.61,0.09,1.52,0.01,Satisfactory
84394,18.23,49.53,2.25,10.32,7.32,22.33,0.3,3.01,24.42,0.1,0.96,0.0,Good
84395,18.45,45.42,2.42,9.12,6.82,23.79,0.29,3.57,20.56,0.08,0.74,0.0,Good
84396,13.18,35.78,2.55,12.16,8.54,18.05,0.29,4.81,25.96,0.09,0.67,0.06,Good
84397,18.73,48.23,2.23,14.68,9.63,16.38,0.28,4.9,28.8,0.13,1.41,0.05,Good
84398,21.4,52.41,2.59,14.36,9.75,19.7,0.35,5.84,25.69,0.15,3.52,0.0,Satisfactory
84399,19.64,40.52,2.4,13.98,9.37,19.17,0.48,21.46,23.75,0.14,0.48,0.0,Satisfactory
84400,34.25,83.48,2.8,20.89,13.38,27.61,0.4,9.91,26.41,0.36,6.14,0.02,Satisfactory
84401,26.86,72.65,2.61,15.73,10.5,22.04,0.37,5.81,28.61,0.19,1.91,0.05,Satisfactory
84402,30.2,73.17,2.43,14.55,9.72,20.97,0.38,4.82,27.97,0.13,1.93,0.1,Satisfactory
84403,26.1,64.18,2.65,13.21,9.18,22.55,0.3,5.35,24.34,0.15,1.43,0.02,Satisfactory
84404,25.1,56.41,2.7,12.56,8.88,22.1,0.31,3.29,21.73,0.09,0.79,0.02,Satisfactory
84405,29.21,76.67,2.35,16.04,10.45,28.11,0.32,7.21,21.7,0.33,5.34,0.02,Satisfactory
84406,24.45,67.05,2.42,15.51,10.23,22.64,0.33,6.65,23.51,0.18,4.07,0.04,Satisfactory
84407,21.04,51.23,2.52,19.79,12.57,19.16,0.34,3.03,22.64,0.16,4.13,0.04,Satisfactory
84408,32.03,76.71,2.42,23.26,14.34,26.75,0.44,12.97,25.84,0.33,10.14,0.06,Satisfactory
84409,33.25,81.39,2.95,25.12,15.76,30.77,0.43,13.14,22.5,0.37,7.81,0.34,Satisfactory
84410,19.12,59.46,3.09,16.47,11.27,19.8,0.29,3.95,23.05,0.14,1.5,1.03,Satisfactory
84411,18.48,52.03,2.55,13.91,9.46,21.45,0.31,3.59,22.48,0.1,1.1,0.05,Satisfactory
84412,18.39,57.49,2.66,15.81,10.57,21.16,0.26,10.18,21.92,0.15,2.75,0.02,Satisfactory
84413,26.66,76.92,2.64,19.32,12.43,24.58,0.32,14.04,25.2,0.24,7.92,0.06,Satisfactory
84414,25.35,68.7,2.38,16.52,10.73,22.16,0.47,9.02,26.03,0.2,4.49,0.04,Satisfactory
84415,27.61,77.62,2.64,19.66,12.61,31.01,0.36,20.32,26.88,0.55,6.49,0.04,Satisfactory
84416,43.73,124.82,2.67,22.97,14.39,28.87,0.46,26.21,25.29,0.48,12.61,0.02,Satisfactory
84417,45.11,154.92,3.58,26.83,17.18,110.5,0.4,29.64,21.16,0.74,18.2,0.04,Moderate
84418,48.21,147.88,4.17,29.97,19.33,205.49,0.43,56.54,17.59,2.06,36.4,0.02,Moderate
84420,48.16,148.12,2.87,26.08,16.2,34.09,0.5,16.29,24.25,0.48,9.87,0.23,Moderate
84421,45.82,129.53,2.54,20.11,12.76,32.85,0.47,10.51,30.33,0.25,4.13,0.08,Moderate
84422,33.16,94.31,2.57,12.77,8.88,29.96,0.39,6.39,26.87,0.12,1.14,0.01,Moderate
84423,34.1,85.99,2.43,12.99,8.9,25.11,0.5,7.73,25.94,0.17,1.57,0.04,Satisfactory
84424,32.05,85.07,2.75,13.67,9.5,21.74,0.4,5.39,24.59,0.14,2.22,0.01,Satisfactory
84427,20.68,67.72,2.51,11.0,7.89,21.76,0.23,7.45,20.77,0.43,3.47,0.0,Satisfactory
84428,22.38,58.64,2.48,16.88,11.0,22.67,0.33,3.51,18.2,0.1,1.43,0.14,Satisfactory
84429,25.92,62.81,2.88,19.93,12.7,28.98,0.38,6.07,17.83,0.23,6.9,0.08,Satisfactory
84430,17.82,44.17,3.63,16.81,11.9,36.51,0.26,3.27,16.97,0.16,3.97,0.08,Satisfactory
84431,13.16,43.4,3.18,13.17,9.59,42.84,0.44,4.78,19.15,0.07,4.38,0.0,Satisfactory
84432,13.49,38.69,2.63,10.76,7.86,32.49,0.2,6.99,15.06,0.08,1.43,0.01,Good
84433,24.73,68.64,3.0,16.07,10.98,42.39,0.24,12.69,14.78,0.46,4.18,0.01,Satisfactory
84434,32.14,105.71,3.89,18.78,13.15,64.96,0.26,29.38,13.22,0.54,9.15,0.06,Satisfactory
84435,25.75,93.91,3.98,14.18,10.77,70.12,0.28,24.62,13.55,0.73,16.51,0.03,Moderate
84436,27.89,107.82,4.22,20.35,14.25,61.59,0.26,26.29,12.2,0.7,13.62,0.02,Satisfactory
84437,24.73,80.41,3.74,14.72,10.87,65.21,0.25,24.34,14.34,0.72,13.66,0.03,Satisfactory
84438,24.27,52.31,3.21,12.89,9.46,34.49,0.29,10.33,12.1,0.42,6.29,0.01,Satisfactory
84439,35.08,75.85,3.79,20.96,14.23,56.06,0.28,13.32,11.04,1.04,13.62,0.22,Satisfactory
84440,26.78,62.18,3.78,16.23,11.71,73.96,0.25,9.68,14.06,1.19,7.98,0.02,Satisfactory
84441,8.93,25.06,2.96,11.87,8.73,18.86,0.19,5.81,11.99,0.08,0.63,0.01,Good
84442,13.65,34.49,3.24,15.5,10.87,28.23,0.22,11.88,11.71,0.23,2.84,0.0,Good
84443,17.47,48.34,3.9,15.77,11.56,31.79,0.29,11.44,9.49,0.39,5.78,0.12,Good
84444,7.59,18.29,2.6,8.43,6.6,15.08,0.21,4.74,9.94,0.02,0.36,0.0,Good
84445,12.12,25.94,3.16,13.28,9.64,18.49,0.21,7.2,10.0,0.09,1.54,0.0,Good
84446,14.02,37.9,3.17,10.84,8.35,18.16,0.19,6.06,10.47,0.11,1.22,0.0,Good
84447,27.83,84.61,5.69,21.71,16.17,62.09,0.29,18.91,9.25,1.21,16.02,0.03,Satisfactory
84448,29.92,98.65,4.79,15.48,12.14,73.88,0.23,20.76,9.84,0.69,9.84,0.04,Satisfactory
84449,36.15,118.99,6.21,20.0,15.7,91.09,0.28,20.89,9.46,0.86,18.62,0.09,Moderate
84450,30.28,99.2,4.65,13.75,11.1,58.94,0.23,18.67,9.81,0.93,10.94,0.07,Moderate
84451,20.78,53.7,5.03,13.01,11.01,34.97,0.18,12.57,10.3,0.37,5.09,0.0,Satisfactory
84452,13.0,56.0,3.48,6.64,6.4,18.84,0.24,11.0,14.96,0.1,2.35,0.0,Satisfactory
84454,26.1,60.59,2.74,11.57,8.38,16.03,0.28,4.04,13.34,0.06,1.37,0.04,Satisfactory
84455,23.23,46.11,2.98,13.36,9.53,17.18,0.28,4.95,11.56,0.08,1.62,0.07,Satisfactory
84456,25.5,48.98,3.55,17.95,12.43,20.35,0.29,10.8,11.74,0.35,7.16,0.07,Good
84457,21.38,62.26,4.31,22.43,15.43,24.38,0.28,11.01,10.43,0.65,7.11,0.12,Satisfactory
84458,21.35,63.88,3.26,20.35,13.47,19.3,0.31,6.34,9.66,0.26,5.38,0.14,Satisfactory
84459,36.0,135.0,2.2,24.15,14.6,18.4,0.24,7.85,13.1,0.1,0.55,0.03,Satisfactory
84559,5.92,23.56,7.15,6.74,8.77,5.3,0.0,6.29,55.57,0.4,0.74,0.0,Satisfactory
84560,7.0,16.45,1.06,4.28,9.46,3.86,0.0,3.77,42.88,0.02,0.16,0.0,Satisfactory
84574,38.96,64.62,7.55,25.1,10.56,13.08,0.53,2.81,35.79,13.66,59.25,7.66,Moderate
84600,54.36,116.14,6.2,54.21,33.88,11.88,1.06,8.72,62.38,26.58,123.04,19.97,Moderate
84601,58.08,144.45,6.47,60.92,37.68,12.97,1.55,7.57,68.64,33.73,126.01,26.27,Moderate
84602,64.18,142.91,5.17,48.55,30.04,15.23,1.3,9.08,72.97,24.16,80.94,17.37,Moderate
84603,58.27,118.38,5.52,43.58,27.67,14.41,1.33,11.11,65.2,21.56,67.26,13.37,Moderate
84604,39.1,74.74,5.05,39.78,25.26,12.42,0.88,9.92,66.2,21.51,66.71,14.05,Moderate
84605,26.83,56.46,5.1,33.08,21.74,12.51,0.87,7.17,61.02,21.52,78.89,13.39,Satisfactory
84606,22.18,53.56,6.68,45.74,29.77,10.92,1.13,11.16,56.51,22.78,94.48,16.84,Satisfactory
84607,27.67,64.71,7.66,57.86,37.0,11.89,1.2,8.97,56.89,30.24,105.38,28.35,Moderate
84608,31.8,71.85,5.72,48.66,30.53,13.63,1.05,12.21,66.72,30.97,120.93,23.26,Moderate
84609,32.46,74.98,6.3,48.6,30.97,13.03,1.01,14.47,63.03,29.84,137.89,20.56,Moderate
84610,34.98,77.33,5.23,41.14,26.12,13.04,0.97,13.62,74.13,21.11,88.84,13.97,Moderate
84611,51.22,105.3,4.97,43.12,26.97,14.25,0.83,20.41,94.84,19.71,69.33,12.93,Moderate
84612,54.05,101.06,5.2,51.77,31.76,14.24,1.07,20.04,74.11,31.47,125.76,15.44,Moderate
84613,52.44,108.77,6.49,54.37,34.18,14.18,1.21,15.96,73.29,31.41,111.55,19.74,Moderate
84614,49.6,109.66,4.18,54.46,32.36,15.33,1.19,13.82,52.46,30.6,101.19,18.89,Moderate
84615,48.21,108.09,5.62,46.59,29.36,17.71,1.07,16.78,55.98,19.19,57.65,10.32,Moderate
84616,35.8,86.41,5.24,38.84,24.91,16.27,0.78,11.98,52.81,19.52,60.35,6.86,Satisfactory
84617,33.17,79.22,6.96,49.18,31.81,16.7,0.99,12.85,43.46,20.6,61.68,12.87,Satisfactory
84618,246.08,57.5,6.06,41.51,27.01,13.19,0.96,7.55,47.73,12.8,41.0,13.43,Poor
84619,29.6,65.06,5.17,42.22,26.67,15.31,0.97,7.26,51.73,12.81,34.18,14.26,Poor
84620,39.04,76.82,5.61,55.57,34.12,15.59,1.28,5.07,55.18,18.38,47.06,21.29,Satisfactory
84621,35.89,67.19,5.87,51.78,32.31,15.87,1.17,5.86,53.7,16.12,37.61,17.37,Moderate
84622,33.26,69.99,1.69,34.95,19.96,14.74,1.11,12.78,68.25,12.36,30.01,13.89,Moderate
84623,289.72,76.12,6.21,39.91,26.27,15.59,1.25,5.47,55.08,8.93,19.02,8.37,Very Poor
84624,63.28,122.94,4.83,44.02,27.34,21.05,1.23,4.13,80.4,10.44,22.91,9.73,Poor
84625,67.59,124.15,5.0,45.25,28.15,18.53,1.1,10.34,83.73,8.44,22.08,8.01,Moderate
84626,146.45,139.08,9.72,79.9,49.43,42.29,1.5,3.79,62.52,10.42,9.89,6.68,Moderate
84627,77.48,149.18,7.17,63.57,39.87,32.86,1.07,16.11,71.74,6.76,19.5,14.97,Very Poor
84628,201.92,159.62,2.76,60.38,32.78,34.11,1.39,13.49,81.95,13.6,43.38,19.59,Poor
84629,62.52,114.17,5.82,65.14,39.4,22.53,1.42,17.9,79.09,11.78,31.27,19.3,Poor
84630,56.53,105.66,5.92,65.99,39.92,20.13,1.12,16.56,79.22,11.54,27.97,18.46,Moderate
84631,64.58,113.81,5.58,52.24,32.32,24.36,1.19,16.1,74.92,10.79,23.68,14.21,Moderate
84632,65.57,113.21,5.4,47.87,29.8,26.98,1.24,8.85,82.8,16.1,19.0,14.66,Moderate
84633,69.73,118.16,5.33,49.64,30.74,18.45,1.07,8.47,87.8,10.47,18.64,13.11,Moderate
84634,66.99,108.61,5.13,47.32,29.35,19.79,1.03,13.69,86.87,10.44,19.06,11.44,Moderate
84635,53.71,90.16,5.15,38.26,24.54,17.95,0.95,12.2,81.34,8.55,13.36,9.36,Moderate
84636,47.15,90.34,6.17,39.25,25.89,18.18,1.16,12.69,67.29,8.57,12.96,10.6,Moderate
84637,70.25,140.83,6.42,59.03,36.62,20.95,1.53,14.64,68.37,12.79,26.03,14.94,Moderate
84638,81.45,171.23,1.29,47.23,26.53,21.15,1.08,20.31,98.03,10.28,22.83,9.89,Moderate
84639,63.09,172.1,1.17,42.87,24.09,16.28,0.87,15.28,99.63,10.14,17.6,8.31,Moderate
84640,37.73,101.14,1.6,50.47,28.48,13.75,0.82,27.87,65.83,10.11,36.03,8.09,Moderate
84641,48.71,115.07,4.9,66.94,40.13,13.28,1.45,26.04,62.18,14.02,43.01,13.47,Moderate
84642,63.0,137.85,3.08,96.04,54.26,16.73,1.51,11.41,74.81,16.23,36.52,21.65,Moderate
84643,64.84,129.69,2.16,77.97,43.8,24.96,1.14,5.14,69.82,13.21,28.2,17.99,Moderate
84644,61.71,111.64,1.46,58.31,32.72,24.17,0.98,4.55,71.13,11.23,24.05,14.97,Moderate
84645,63.75,107.71,3.72,60.64,35.86,24.78,0.64,6.1,58.58,11.36,23.08,15.33,Moderate
84646,67.56,124.4,4.63,76.55,44.78,20.86,0.64,5.62,56.62,13.12,26.28,18.06,Moderate
84647,76.67,139.84,4.21,72.67,42.62,22.2,0.75,8.58,59.27,15.93,40.34,18.11,Moderate
84648,70.41,138.84,1.38,45.21,25.48,20.14,0.32,13.57,69.03,9.84,24.33,8.38,Moderate
84649,46.09,112.24,7.82,66.01,41.8,12.08,0.93,19.75,55.34,10.16,23.96,12.23,Moderate
84650,185.07,165.04,13.21,102.66,65.35,20.59,4.74,10.56,55.61,20.8,61.32,24.96,Poor
84651,85.08,160.22,6.75,91.31,54.75,24.32,3.1,8.66,74.52,17.94,50.16,21.68,Poor
84652,415.48,204.81,20.65,100.15,70.4,28.14,3.16,11.44,60.23,24.8,66.11,31.82,Severe
84653,101.92,177.67,2.34,74.83,42.28,28.66,2.21,8.5,73.86,16.81,42.95,16.62,Very Poor
84654,95.18,151.51,2.46,66.73,38.1,29.64,0.9,3.01,56.39,14.21,31.04,16.9,Poor
84655,95.95,154.48,2.08,60.77,34.59,26.7,1.57,4.6,49.41,14.71,28.16,18.1,Poor
84656,93.08,170.97,3.21,67.5,38.96,26.17,0.95,13.07,58.19,16.48,44.38,17.85,Poor
84657,58.47,122.03,2.98,61.52,35.52,19.3,0.64,14.44,57.77,16.61,49.23,12.71,Moderate
84658,97.62,155.02,3.48,70.69,40.83,17.87,0.54,18.83,57.79,13.31,32.57,15.1,Moderate
84663,73.22,145.14,2.17,56.65,32.38,24.0,1.81,5.46,73.93,12.93,28.91,13.09,Moderate
84664,87.88,166.59,2.28,53.26,30.66,24.82,0.72,8.09,78.61,12.38,26.61,12.96,Poor
84665,87.91,168.88,8.94,66.07,42.83,23.07,1.16,14.12,71.12,13.01,31.69,15.91,Poor
84666,68.02,149.17,2.93,73.8,42.2,23.8,1.29,12.45,79.97,12.49,29.16,15.53,Moderate
84667,67.62,151.88,3.71,79.29,45.6,22.54,1.25,8.9,75.3,13.58,32.29,16.92,Moderate
84668,71.34,148.79,1.67,59.88,33.72,22.74,1.07,8.05,84.52,11.71,30.93,13.6,Moderate
84669,72.02,144.66,1.87,64.8,36.38,22.93,1.1,6.64,77.18,10.21,19.78,12.92,Moderate
84670,77.23,155.39,1.99,62.53,35.31,26.85,1.23,6.33,81.92,11.54,26.42,13.56,Moderate
84671,70.1,160.16,1.8,58.74,33.16,26.04,1.1,9.79,83.52,12.4,29.28,13.33,Moderate
84672,77.9,174.2,3.29,75.36,43.33,27.14,1.21,11.21,80.07,14.64,35.06,15.88,Moderate
84673,72.55,159.88,4.21,84.46,48.98,27.5,1.34,16.76,76.54,13.62,36.11,18.38,Moderate
84674,64.93,149.56,1.98,72.82,40.89,24.65,1.18,25.65,75.74,15.32,45.51,17.56,Moderate
84675,72.79,125.05,1.97,59.27,33.63,27.12,1.14,12.4,74.16,12.96,33.3,12.1,Moderate
84676,78.91,106.69,1.17,37.1,20.97,28.07,1.03,4.7,80.81,8.84,18.23,8.33,Moderate
84677,62.84,119.07,1.76,44.55,25.36,26.04,1.01,5.75,61.24,9.93,27.38,11.0,Moderate
84678,57.89,119.69,1.99,52.91,30.21,22.82,0.95,6.92,71.11,9.53,26.85,10.65,Moderate
84679,59.29,133.83,4.26,65.08,38.63,22.69,1.29,5.99,55.99,11.35,29.13,17.77,Moderate
84680,55.02,137.51,3.31,68.29,39.38,19.64,1.0,13.27,59.71,11.54,35.87,14.85,Moderate
84681,57.39,136.38,8.94,76.5,48.48,24.73,1.35,21.24,62.04,19.13,51.85,17.73,Moderate
84682,62.6,132.76,3.74,66.88,39.04,26.42,1.1,9.74,69.61,10.69,27.61,11.57,Moderate
84683,67.29,126.76,1.33,55.47,31.13,25.48,1.27,5.71,83.42,8.96,21.48,10.08,Moderate
84684,54.16,114.69,1.91,54.41,30.82,21.66,0.9,4.03,73.8,7.81,16.83,9.5,Moderate
84685,59.36,122.23,1.38,44.17,24.99,23.16,0.82,4.73,72.21,9.12,18.88,8.77,Moderate
84686,68.09,158.04,6.44,66.4,41.06,28.73,1.07,16.87,66.23,16.07,47.95,9.72,Moderate
84687,64.24,148.29,2.89,68.02,39.03,24.19,1.07,19.86,83.63,12.07,33.68,9.59,Moderate
84688,65.99,147.1,2.42,65.46,37.29,25.15,1.17,10.35,74.37,12.31,29.35,10.85,Moderate
84689,63.96,135.7,1.86,53.37,30.36,27.3,0.99,4.81,67.79,8.78,20.34,9.47,Moderate
84690,61.8,180.42,1.71,49.29,28.02,26.1,1.01,5.49,69.63,7.84,19.22,8.7,Moderate
84691,52.3,167.84,2.07,60.94,34.48,21.75,0.85,15.41,67.41,9.9,33.48,8.74,Moderate
84692,47.17,133.68,9.3,85.43,53.47,24.22,1.24,16.56,45.3,15.52,41.32,15.91,Moderate
84693,42.94,121.27,9.27,85.32,53.3,18.89,1.2,11.02,44.5,11.4,32.16,14.35,Moderate
84694,42.0,116.79,8.9,91.33,56.31,19.09,1.14,9.97,44.72,10.96,30.74,15.0,Moderate
84695,35.32,100.9,1.64,52.5,29.72,18.38,0.95,7.91,75.48,6.98,29.96,8.34,Moderate
84696,31.56,91.86,1.35,36.69,20.93,17.15,0.86,7.15,78.08,5.24,16.9,5.69,Moderate
84697,33.31,101.6,1.7,45.36,26.02,20.27,0.88,4.43,75.6,5.78,12.92,6.89,Moderate
84698,40.22,99.26,5.86,66.26,40.49,23.02,1.0,4.73,49.41,8.46,23.2,10.15,Moderate
84699,50.38,131.51,8.37,93.02,57.29,24.27,1.1,8.44,48.03,12.97,35.24,18.53,Moderate
84700,39.12,107.49,7.97,75.75,47.13,21.77,1.19,3.94,42.52,9.8,27.11,13.36,Moderate
84701,46.36,101.75,2.5,55.15,31.83,21.33,0.9,7.5,52.62,8.83,24.68,9.25,Moderate
84702,52.8,114.97,4.76,65.55,39.0,29.52,1.05,6.85,42.93,9.97,32.08,10.51,Moderate
84703,71.46,87.26,1.91,37.36,21.71,24.81,0.65,1.84,46.81,4.13,9.31,5.17,Moderate
84704,61.24,82.34,1.32,24.76,14.43,23.32,0.66,1.33,50.45,3.22,6.21,3.62,Moderate
84705,42.61,82.6,1.39,34.01,19.54,17.34,0.74,0.88,56.85,4.03,8.52,4.86,Satisfactory
84706,44.58,91.71,2.52,49.37,28.68,16.92,0.92,2.88,58.47,6.88,12.1,7.18,Satisfactory
